reviewstext,reviews_rating,reviews_numhelpful
nice im picky these sounded great little mg small speaker box behind seats,5,-1
we got these clearance work exactly we want great bargain,4,-1
these nice clear fit nicely easy install,5,-1
sounds good not much low range solid money,4,-1
highs mids good bass sucks,3,-1
ordered nephew exactly wanted works expected best buy even honored price match,5,-1
we had borrowed similar product friend loved we saw portable charging we were happy get excellent traveling also if need mobile charger,5,-1
had vegas charged 4 phone off most day so great not find charge station head back hotel,5,-1
charger really good appears power up electronics faster than normal outlets only downside bigger than thought,4,-1
purchased because hurricane coming plug phone one time no longer able do because we had no power sending back,2,-1
product didnt hold charge long would liked outlets didnt work only usb port wasnt satisfied,2,-1
needed something small travel works great,5,-1
very useful safe guards devices while plugged wall outlet just like surge protector also serves mobile charger love want get s couple more,4,-1
portable chargers never seen one like ac adapter usb adapter one vet convient great,4,-1
like fact charger surge protector multiple other uses so portable would purchase again,5,-1
can now keep touch himphone always charged,5,-1
thought battery could plug normal three prong plug into while disconnected oulet unfortunately not design made so dont loose plug while charging battery battery only works use usb ports top,3,-1
wish form factor smaller battery larger,4,-1
fine iphones doesnt charge laptop no use,1,-1
really dont must say really like great,5,-1
gives great availability those need travel work remote wish battery life longer day,4,-1
belkin portable charger works well easy use,4,-1
bought surge protector replace existing belkin mobile surge protector like surge protector provides surge protection also using charge device via usb cable so worth buy since so electronics charge,5,-1
charges fastworks better if phone airplane mode,5,-1
belkin portable charger nice item camping lose power home,4,1
thought rechargeable unit could plug regular plug into found out just only good usb connection,3,1
just thing traveling now can charge cell phone tablets,4,-1
small compact bring anywhere works great,5,-1
travel charger has cheap build quality considering price isnt big deal also plugins do not charge unless charger plugged so really only thing charges 1 usb port plus only get half full iphone charge full charge belkin travel charger,2,1
far best mini surge protectorcharger ive owned charging devices go really easy backup battery ideal taking boosting mobile devices far away outlet,5,-1
after reading reviews decided buy charger full charge only charged phone 41 before running out definitely not satisfied,2,-1
not charging anymore thats sale,1,-1
needed surge protector portable charger travelling fits need,5,-1
needed space efficient travel charger perfect,5,-1
