content,rating,helpfulness
"I absolutely love these sheets. As soon as I washed and dried them I put them on my bed and I lay down on them and rolled around. They are so soft and comfy. they have an elastic that goes around the entire edge of the sheet for the fitted sheet and so these never pop off the bed. The pillowcases are nice. I personally don't have long pillows so I just tucked in the little bit of extra I have, but even still I don't mind because someone else might have longer pillows and might want that. I rated 5 stars because I absolutely love them and they are worth every penny",5.0,-1
Beautiful mats I really feel much better when standing on these for extended periods of time.,5.0,-1
"These are excellent sheets, comparable to ones two and three times the price. They are crisp and soft. The fitted sheet has well-reinforced corners and sturdy elastic for a snug fit. These are the best-made sheets Ive found, especially for the price!",5.0,-1
"My tween niece loved it.  The fog color is really nice. It is an attractive bottle and supposedly keeps the drink either warm or cold for long periods. Beyond that, I am not sure why Gen Z loves it so much",5.0,-1
GelPro staff was most helpful in my selection of a replacment for my 10 year old Gelpro.,5.0,-1
"It's definitely not super soft but it's soft enough. It holds onto the mattress well. Didn't have to pull the sheets back into place like my old ones.
The material has a nice weight to it and seems very durable.
My last set from this company lasted 10 years until I caught the top sheet on the dryer latch and ripped it.
Very happy with these sheets.",5.0,-1
Granddaughter asked for it to replace a badly dented hydro flask. The package arrived smashed but the flask was fine.,5.0,-1
I have had this about a month and highly recommend it.,5.0,-1
"While I love the feel of the sheets, and they wash and dry beautifully, they could use some size modification. I have a deeper pocket mattress as well as a 3"" foam topper. In all, the depth is about 14"". The sheets are supposed to fit an 18"" deep mattress. However, on the sides, they do not. While the sheets fit pocket to pocket, they are too short on the sides and expose the side of the mattress cover by about 4"". It is not a full fit and it looks tacky. They would probably fit well on a 10"" mattress. Also, the top sheet could be about 3"" longer on both sides and the pillow cases barely fit a standard size pillow with little material remaining at the opening. My husband is broad shouldered and he takes up a lot of the top sheet with little room left to actually cover himself so he steals from me. Overall, all pieces could be a little more generous in size when specified they fit an 18"" think mattress.",4.0,-1
Great price for a hydro flask! My daughter has been asking for one and this was the best price I found.  It is a beautiful light blue/grey color and keeps her water cold even in 90 degree Florida heat!,5.0,-1
"Fast delivery, vibrant colors, sturdy overall.  Very happy!",5.0,-1
"For the price, these are excellent. If you have been shopping for sheets, there is a lot of misinformation on the packaging. To find true 100% cotton sheets with a 600 thread count for under $60 is amazing to me. I have bought sheets that claimed that on the packaging and could not have been what they claimed. They were so thin they ripped, pilled so it felt like you were sleeping on big sand granules or just fell apart. These sheets have a thick elastic around the fitted sheet and deep enough pockets for just about any mattress. Top sheet width is generous. And they wash up very nicely. After too many sheet buying mistakes, it is nice to know these are good quality. Will be staying with this brand for our other beds. Thank you! We are happy with our purchase.",5.0,-1
Real deal Im very happy with the product that,5.0,-1
I love the mat and the quality is great!  I wish I had picked a different color though.,4.0,-1
I love the size and the color.,5.0,-1
This is my second set of rugs. I love them! They look great and are sooo comfortable to stand on,5.0,-1
"I liked the item fine, but it was NOT packaged well for shipping at all and I pray it does not leak. I tried to look it over, but pray there is no small hairline crack that I cant see very well.",3.0,-1
Bought this a while ago and I love the look and feel,4.0,-1
Was disappointed because it came dented in two spots. Now have to return it and wait again for a new one. Couldnt just replace it had to return and then buy another one. Hope we can still get the same color,1.0,-1
